title,longitude,latitude,temporarilyClosed,totalScore,reviewsCount,categoryName,Dine in,Outdoor Seating
Le Sia,-73.9912784,40.7607527,false,4.3,,Asian restaurant,TRUE,
Tsurutontan Udon Noodle Brasserie,-73.9913088,40.73689,false,4.3,,Udon noodle restaurant,TRUE,
TGI Fridays,-73.9913155,40.7515686,false,3.3,,Restaurant,TRUE,
OBAO,-73.9913281,40.7606458,false,4.2,,Asian fusion restaurant,TRUE,
Cervo's,-73.9913446,40.7148624,false,4.6,,Seafood restaurant,TRUE,
sweetgreen,-73.9914483,40.7263613,false,3.9,,Health food restaurant,TRUE,
Il Melograno,-73.9914706,40.7655066,false,4.6,,Sicilian restaurant,TRUE,TRUE
Sage Kitchen,-73.9914808,40.726624,false,4.8,,American restaurant,TRUE,
Gyu-Kaku Japanese BBQ,-73.9914863,40.728237,false,4.5,,Japanese restaurant,TRUE,
India at Time Square,-73.9914957,40.7593655,false,4.8,,Indian restaurant,TRUE,
Scarr's Pizza,-73.9914995,40.7153695,false,4.6,,Pizza restaurant,TRUE,
Ribalta,-73.9915722,40.7332889,false,4.5,,Italian restaurant,TRUE,
Westway Diner,-73.9916209,40.7593916,false,4.3,,Diner,TRUE,
Momofuku Ko,-73.9916539,40.7248629,false,4.6,,American restaurant,TRUE,
Gemma,-73.9916613,40.7261666,false,4.3,,Italian restaurant,TRUE,TRUE
At Nine Restaurant & Bar,-73.9920561,40.7586939,false,4.4,,Thai restaurant,TRUE,
Sushiva,-73.9921238,40.7595426,false,4.8,,Japanese restaurant,TRUE,
Dalton's Bar & Grill,-73.992141,40.759393,false,4.3,,Bar & grill,TRUE,TRUE
Bonnie Vee,-73.9921615,40.7224017,false,4.1,,Cocktail bar,TRUE,TRUE
Vapiano NYC,-73.9921729,40.7343598,false,4.3,,Italian restaurant,TRUE,TRUE
sweetgreen,-73.9922097,40.7297944,false,4,,Health food restaurant,TRUE,
The Flower Shop,-73.9922533,40.7181476,false,4.3,,Pub,TRUE,
B & D Halal Restaurant,-73.9922767,40.7477191,false,4.3,,West African restaurant,TRUE,
Newsbar,-73.9923258,40.7342039,false,4.4,,Breakfast restaurant,TRUE,
Outback Steakhouse,-73.992369,40.7423769,false,4.1,,Steak house,TRUE,
Banzarbar,-73.9924255,40.7220384,false,4.7,,Bar,TRUE,
Freemans,-73.9924573,40.7219877,false,4.4,,American restaurant,TRUE,
Shake Shack,-73.9924884,40.7513773,false,4.1,,Hamburger restaurant,TRUE,
sweetgreen,-73.9925437,40.7339649,false,4.2,,Health food restaurant,TRUE,
Subway,-73.9925674,40.7515109,false,3.4,,Sandwich shop,TRUE,
Wayla,-73.9926038,40.7182852,false,4.6,,Thai restaurant,TRUE,TRUE
Bessou,-73.9926697,40.72551,false,4.4,,Japanese restaurant,TRUE,
Fish Cheeks,-73.992682,40.725709,false,4.7,,Thai restaurant,TRUE,
Wendy's,-73.9926988,40.7354088,false,4,,Fast food restaurant,TRUE,
Sláinte Bar and Lounge,-73.9927436,40.7247919,false,4.4,,Sports bar,TRUE,
Pure Green,-73.9927741,40.7306197,false,4.2,,Juice shop,TRUE,
Kyma,-73.9928051,40.7391382,false,4.5,,Greek restaurant,TRUE,
Ootoya - Chelsea,-73.9928139,40.7387461,false,4.4,,Authentic Japanese restaurant,TRUE,
Loreley Beer Garden,-73.9928725,40.7212299,false,4.2,,Beer garden,TRUE,TRUE
"Chick-fil-A 22nd & 6th, NYC",-73.9928843,40.7423583,false,4.3,,Restaurant,TRUE,
Quartino Bottega Organica,-73.99292,40.725535,false,4.1,,Italian restaurant,TRUE,TRUE
Periyali,-73.9929625,40.7406277,false,4.5,,Greek restaurant,TRUE,
Il Cantinori,-73.9931233,40.7323332,false,4.6,,Italian restaurant,TRUE,
Dunkin',-73.9931243,40.7432354,false,3.9,,Coffee shop,TRUE,
Memo Shish Kebab - Manhattan,-73.9931723,40.7428577,false,4.2,,Turkish restaurant,TRUE,
Slate NY,-73.9931854,40.7412155,false,4.2,,American restaurant,TRUE,
Vic's,-73.9932413,40.7268643,false,4.5,,Italian restaurant,TRUE,
Burger & Lobster,-73.993366,40.740156,false,4.4,,Hamburger restaurant,TRUE,
Jue Lan Club,-73.9934031,40.7409694,false,3.9,,Restaurant,TRUE,TRUE
Kochi,-73.9934692,40.7619926,false,4.9,,Korean restaurant,TRUE,
Tick Tock Diner NY,-73.993544,40.75242,false,3.9,,Diner,TRUE,
Smithfield Hall NYC,-73.9935444,40.7447306,false,4.5,,Sports bar,TRUE,
Blossom on University,-73.993674,40.7332505,false,4.5,,Vegan restaurant,TRUE,
Kings Kitchen,-73.9936923,40.7139892,false,3.9,,Chinese restaurant,TRUE,
Lafayette Grand Café & Bakery,-73.9937017,40.7275934,false,4.3,,French restaurant,TRUE,TRUE
Kobeyaki,-73.9937996,40.7462521,false,4.3,,Japanese restaurant,TRUE,
Tacombi,-73.9938,40.724,false,4.4,,Mexican restaurant,TRUE,
The Musket Room,-73.9938218,40.7239263,false,4.6,,New American restaurant,TRUE,
Maki Kosaka,-73.9938224,40.7402921,false,4.9,,Sushi restaurant,TRUE,TRUE
Yakiniku Futago,-73.9940515,40.7389084,false,4.7,,Japanese restaurant,TRUE,
Golden Diner,-73.9941082,40.7124333,false,4.6,,Diner,TRUE,
The Restaurant,-73.994125,40.7560837,false,4.7,,Restaurant,TRUE,
44 & X Hell's Kitchen,-73.9942245,40.7610011,false,4.4,,New American restaurant,TRUE,TRUE
Manganaros & HeroBoy,-73.994539,40.7555233,false,4.2,,Restaurant,TRUE,
Pietro,-73.994662,40.721002,false,4.1,,Italian restaurant,TRUE,
Rintintin,-73.9948822,40.7211879,false,4.3,,Mediterranean restaurant,TRUE,
Famous Amadeus Pizza,-73.9948846,40.7498209,false,4.1,,Italian restaurant,TRUE,
Chick-fil-A,-73.9949729,40.7310778,false,3.8,,Fast food restaurant,TRUE,
NYU Kosher Eatery,-73.9950331,40.73098,false,4.7,,Kosher restaurant,TRUE,
Wayan,-73.9950855,40.7213692,false,4.5,,Indonesian restaurant,TRUE,
Taco Bell,-73.9952826,40.7492879,false,3.6,,Tex-Mex restaurant,TRUE,
Happy Family Restaurant 新上海,-73.9954211,40.7600045,false,3.1,,Pan-Asian restaurant,TRUE,
Wendy's,-73.9954682,40.7267567,false,3.9,,Fast food restaurant,TRUE,
noodlelove,-73.9956222,40.7209663,false,4.2,,Asian fusion restaurant,TRUE,
Lombardi's,-73.9956856,40.7215781,false,4.1,,Pizza restaurant,TRUE,
Sushi Tokyo,-73.995697,40.741108,false,4.6,,Kosher restaurant,TRUE,
Golden Krust Caribbean Restaurant,-73.995834,40.73711,false,3.3,,Caribbean restaurant,TRUE,
Pravda New York,-73.9959759,40.723919,false,3.9,,Russian restaurant,TRUE,
Claudette,-73.9959946,40.7330613,false,4.4,,French restaurant,TRUE,TRUE
Hwa Yuan Szechuan 華園,-73.9960242,40.7137682,false,4.4,,Chinese restaurant,TRUE,
Ta?m,-73.9961444,40.7219924,false,4.5,,Mediterranean restaurant,TRUE,
Portale,-73.9962661,40.7402203,false,4.7,,Italian restaurant,TRUE,TRUE
Champignon,-73.9964832,40.7433457,false,4,,Mediterranean restaurant,TRUE,TRUE
CAVA,-73.9965259,40.7219009,false,4.5,,Mediterranean restaurant,TRUE,
October,-73.9965332,40.7206081,false,4.9,,Vegan restaurant,TRUE,
Chipotle Mexican Grill,-73.9965334,40.7260907,false,3.8,,Mexican restaurant,TRUE,
Greecologies,-73.9965698,40.7201345,false,4.5,,Lunch restaurant,TRUE,TRUE
Society Cafe,-73.9966194,40.7362167,false,3.9,,Traditional American restaurant,TRUE,
Society Cafe,-73.9966616,40.7361334,false,4.4,,Restaurant,TRUE,
Glur Thai,-73.996698,40.7412358,false,4.5,,Thai restaurant,TRUE,
Chopt Creative Salad Co.,-73.9967103,40.7220102,false,4.2,,Salad shop,TRUE,
Grotta Azzurra,-73.9969982,40.7203721,false,4,,Italian restaurant,TRUE,TRUE
The Chelsea Bell,-73.9970291,40.7469146,false,4.1,,Bar & grill,TRUE,
sweetgreen,-73.9971105,40.7211844,false,4.5,,Health food restaurant,TRUE,
Eileen's Special Cheesecake,-73.9972582,40.721568,false,4.6,,Bakery,TRUE,
Zooba,-73.9973098,40.7212933,false,4.7,,Egyptian restaurant,TRUE,
Analogue,-73.9974458,40.7328453,false,4.4,,Cocktail bar,TRUE,
Jack's Wife Freda,-73.9975099,40.7221234,false,4.4,,Mediterranean restaurant,TRUE,TRUE
Chipotle Mexican Grill,-73.9975231,40.7226695,false,3.9,,Mexican restaurant,TRUE,
Loring Place,-73.9975837,40.7329277,false,4.6,,American restaurant,TRUE,
Hudson Yards Tavern,-73.9976192,40.7510311,false,4.9,,Bar & grill,TRUE,
Grand Shanghai House - Temporarily Closed,-73.9977635,40.7146266,false,3.7,,Shanghainese restaurant,TRUE,
Osteria Morini,-73.9977806,40.7220167,false,4.5,,Restaurant,TRUE,
Canton Lounge,-73.9979012,40.7162296,false,3.8,,Cantonese restaurant,TRUE,
Clyde Frazier’s Wine and Dine,-73.9979592,40.7567889,false,4.3,,American restaurant,TRUE,
Boston Market,-73.9979847,40.7452779,false,4.1,,American restaurant,TRUE,
Kubeh,-73.9979852,40.735431,false,4.4,,Middle Eastern restaurant,TRUE,
Salam,-73.9979854,40.7367055,false,4.3,,Middle Eastern restaurant,TRUE,
Julia Tea & Dim Sum House,-73.9980081,40.7162076,false,4.6,,Hong Kong style fast food restaurant,TRUE,
Motel Morris,-73.9981634,40.7410187,false,4.4,,American restaurant,TRUE,TRUE
Vegetarian Dim Sum House,-73.998198,40.715013,false,4.1,,Vegetarian restaurant,TRUE,
Bareburger,-73.9982132,40.7282767,false,4.3,,Hamburger restaurant,TRUE,TRUE
IL Cortile,-73.9982677,40.7180002,false,4.4,,Italian restaurant,TRUE,TRUE
456 New Shanghai,-73.998268,40.7162474,false,4.1,,Shanghainese restaurant,TRUE,
Friedman's Hell's Kitchen,-73.9983273,40.7552433,false,4.4,,American restaurant,TRUE,
Lure Fishbar,-73.9983333,40.7247222,false,4.4,,Seafood restaurant,TRUE,
Dallas BBQ,-73.998525,40.74559,false,4.1,,Barbecue restaurant,TRUE,
Ping,-73.998584,40.714422,false,4.2,,Seafood restaurant,TRUE,
The Mercer Kitchen,-73.9986494,40.7248421,false,4.2,,New American restaurant,TRUE,
The Original Buddha Bodai Kosher Vegetarian Restaurant  佛菩提,-73.9987982,40.7138868,false,4.4,,Vegan restaurant,TRUE,
Momofuku Nishi,-73.9988079,40.7443485,false,4.3,,Italian restaurant,TRUE,
Cuba,-73.9988417,40.729125,false,4.5,,Cuban restaurant,TRUE,
Taiyaki NYC,-73.9988653,40.7179112,false,4.6,,Ice cream shop,TRUE,
Hop Kee Restaurant,-73.9990328,40.7144074,false,4.3,,Chinese restaurant,TRUE,
Milk Bar Chelsea,-73.9991359,40.7440859,false,4,,Dessert shop,TRUE,
Bodhi Kosher Vegetarian Restaurant,-73.9992785,40.7163863,false,4.6,,Kosher restaurant,TRUE,
Babbo,-73.9992785,40.732296,false,4.4,,Italian restaurant,TRUE,
El Cocotero,-73.9992787,40.7415244,false,4.1,,Venezuelan restaurant,TRUE,
Yin Ji Chang Fen,-73.9992975,40.7158068,false,4.2,,Chinese restaurant,TRUE,
The Malt House,-73.99938,40.72863,false,4.3,,Pub,TRUE,
Chikarashi,-73.9994468,40.7179451,false,4.2,,Japanese restaurant,TRUE,
Bosie,-73.9995539,40.7277403,false,4.5,,French restaurant,TRUE,
Muscle Maker Grill,-73.9996046,40.7390943,false,3.9,,Fast food restaurant,TRUE,
NOMO Kitchen,-73.9996806,40.7197389,false,4,,American restaurant,TRUE,TRUE
Lasagna Chelsea Restaurant,-73.999692,40.743242,false,4.2,,Italian restaurant,TRUE,TRUE
Tue Thai Food,-73.9998764,40.7338666,false,4.4,,Thai restaurant,TRUE,TRUE
Dos Caminos,-73.9999024,40.7266452,false,3.9,,Mexican restaurant,TRUE,TRUE
Olio e Piú,-73.9999408,40.7338794,false,4.6,,Italian restaurant,TRUE,TRUE
ZiZi,-73.9999607,40.7429063,false,4.6,,Mediterranean restaurant,TRUE,TRUE
The Dish,-73.999989,40.743731,false,4.4,,Diner,TRUE,
Coppelia,-74,40.7388889,false,4.5,,Cuban restaurant,TRUE,
Lupa,-74.0000589,40.7276574,false,4.5,,Italian restaurant,TRUE,TRUE
Yardy World at The Smile To Go,-74.000186,40.719584,false,4.4,,Cafe,TRUE,
Carbone,-74.0002182,40.7279895,false,4.4,,Italian restaurant,TRUE,
Zusik,-74.0003049,40.7386414,false,4.7,,Korean restaurant,TRUE,
Momofuku Kāwi,-74.0003285,40.7537618,false,4.3,,Korean restaurant,TRUE,
Senza Gluten,-74.0003374,40.7291136,false,4.5,,Italian restaurant,TRUE,TRUE
"Mamoun's Falafel - Greenwich Village, Manhattan, NY",-74.0004169,40.7302678,false,4.5,,Middle Eastern restaurant,TRUE,
Petite Boucherie,-74.0004206,40.7338274,false,4.7,,Bistro,TRUE,
Blue Haven,-74.0005794,40.7275574,false,4.3,,Bar,TRUE,
Popeyes Louisiana Kitchen,-74.0006269,40.7180048,false,3.9,,Chicken restaurant,TRUE,
MIMI,-74.0006612,40.7283483,false,4.4,,French restaurant,TRUE,
Creperie,-74.0006939,40.7296113,false,4.5,,Cafe,TRUE,
Minetta Tavern,-74.0007016,40.7299881,false,4.5,,French restaurant,TRUE,
The Grey Dog Chelsea,-74.0007419,40.7406317,false,4.5,,American restaurant,TRUE,
Nefista/ ?i? K?fte( Vegan Kofteh),-74.000755,40.7294222,false,4.8,,Vegetarian restaurant,TRUE,
Old Tbilisi Garden - Authentic Georgian Cuisine,-74.000792,40.728796,false,4.4,,Georgian restaurant,TRUE,TRUE
Llama San,-74.0008279,40.7322744,false,4.4,,Peruvian restaurant,TRUE,
Seamore's Chelsea,-74.0009008,40.7424753,false,4.3,,Seafood restaurant,TRUE,TRUE
Queensyard,-74.001055,40.7533936,false,4,,Modern British restaurant,TRUE,
Peak,-74.0010898,40.7539902,false,4.9,,Bar & grill,TRUE,
sweetgreen,-74.0010987,40.7527064,false,3.2,,Health food restaurant,TRUE,TRUE
La Nacional,-74.0011761,40.7394905,false,4.5,,Spanish restaurant,TRUE,TRUE
Som Bo,-74.0012986,40.7418868,false,4.5,,Asian fusion restaurant,TRUE,
Juice Press,-74.0013339,40.7258037,false,3.9,,Juice shop,TRUE,
Galli,-74.001407,40.721674,false,4.3,,Italian restaurant,TRUE,
Morandi,-74.0014282,40.735317,false,4.3,,Italian restaurant,TRUE,TRUE
Antique Garage Soho,-74.0014305,40.7215214,false,4.4,,Mediterranean restaurant,TRUE,TRUE
Mighty Quinn's Barbeque,-74.0014332,40.7367065,false,4.3,,Barbecue restaurant,TRUE,TRUE
Bellini,-74.0014377,40.7080576,false,4.1,,Italian restaurant,TRUE,
Whitmans,-74.0015325,40.7517389,false,4.3,,Hamburger restaurant,TRUE,
Tio Pepe,-74.0015583,40.7320667,false,4.1,,Spanish restaurant,TRUE,
Sue?os,-74.0015585,40.7420082,false,4,,Restaurant,TRUE,
Coco Bistro,-74.0016978,40.7075433,false,4.4,,French restaurant,TRUE,
Joseph Leonard,-74.0017125,40.7335733,false,4.6,,New American restaurant,TRUE,
Malibu Farm,-74.0017501,40.7059182,false,4,,Californian restaurant,TRUE,
Villa Mosconi,-74.0018575,40.7285143,false,4.6,,Italian restaurant,TRUE,TRUE
Pastai Restaurant,-74.001865,40.745391,false,4.2,,Italian restaurant,TRUE,TRUE
II Corallo Trattoria,-74.0018817,40.7261528,false,4.5,,Italian restaurant,TRUE,
Ta?m,-74.0019593,40.735997,false,4.5,,Mediterranean restaurant,TRUE,
Au Cheval,-74.0019617,40.7181159,false,4.6,,American restaurant,TRUE,
Mercado Little Spain,-74.0019696,40.7528679,false,4.3,,Spanish restaurant,TRUE,
Pearl Oyster Bar,-74.0019805,40.7313939,false,4.6,,Seafood restaurant,TRUE,
Electric Lemon,-74.0020571,40.7545517,false,4.5,,New American restaurant,TRUE,TRUE
Don Angie,-74.0020939,40.7378037,false,4.7,,Restaurant,TRUE,
Chipotle Mexican Grill,-74.0021132,40.7187625,false,4,,Mexican restaurant,TRUE,
Piccola Cucina,-74.002152,40.726313,false,4.6,,Italian restaurant,TRUE,
Benny's Burritos,-74.0021646,40.7380269,false,4.4,,Restaurant,TRUE,TRUE
HAIZEA NYC,-74.0021915,40.7271147,false,4.9,,Basque restaurant,TRUE,TRUE
Wolfnights,-74.0025048,40.7306053,false,4.5,,Fast food restaurant,TRUE,
"One if by Land, Two if by Sea",-74.0026278,40.732548,false,4.3,,American restaurant,TRUE,
Bobo,-74.0026304,40.7344552,false,4.6,,French restaurant,TRUE,TRUE
While We Were Young Kitchen & Cocktails,-74.002696,40.734403,false,4.2,,Restaurant,TRUE,
The Tavern by WS,-74.0027079,40.7544832,false,4.2,,American restaurant,TRUE,TRUE
Tacombi,-74.002714,40.7311167,false,4.4,,Mexican restaurant,TRUE,
Shuka,-74.0027877,40.7270639,false,4.5,,Mediterranean restaurant,TRUE,
Alidoro,-74.0028422,40.7256973,false,4.5,,Sandwich shop,TRUE,
Ovest Pizzoteca,-74.0030219,40.7507508,false,4.3,,Pizza restaurant,TRUE,
Blue Ribbon Brasserie,-74.0030627,40.7254995,false,4.6,,American restaurant,TRUE,
Empellon Taqueria,-74.0030683,40.734142,false,4.3,,Restaurant,TRUE,
Wilfie & Nell,-74.0030705,40.7340642,false,4.3,,Bar,TRUE,
Sant Ambroeus West Village,-74.0031433,40.7354202,false,4.4,,Italian restaurant,TRUE,TRUE
John's of Bleecker St.,-74.0034468,40.7316187,false,4.6,,Pizza restaurant,TRUE,
Kumo Sushi,-74.00355,40.731748,false,4.1,,Sushi restaurant,TRUE,
Market Table,-74.003702,40.729697,false,4.4,,American restaurant,TRUE,
TAO Downtown Restaurant,-74.0038464,40.7425376,false,4.4,,Asian fusion restaurant,TRUE,
Mishka SoHo Restaurant,-74.003896,40.7236488,false,3.8,,Eastern European restaurant,TRUE,TRUE
St Tropez West Village,-74.0038991,40.7370601,false,4.6,,Restaurant,TRUE,
Mamo,-74.0039152,40.7219097,false,4.5,,Italian restaurant,TRUE,
Macao Trading Company,-74.003939,40.719629,false,4.5,,Asian fusion restaurant,TRUE,
L'Accolade,-74.0039498,40.7324838,false,4.7,,French restaurant,TRUE,TRUE
Catch Steak,-74.0040829,40.7423522,false,4.1,,Restaurant,TRUE,TRUE
The Beatrice Inn,-74.0041175,40.7376889,false,4.1,,Chophouse restaurant,TRUE,
Sushi on Jones,-74.0041448,40.7339126,false,4.2,,Sushi restaurant,TRUE,
Kogane Ramen,-74.0041481,40.7407925,false,4.7,,Ramen restaurant,TRUE,
Black Tap Singles & Doubles Pop Up,-74.0041755,40.7238388,false,4.4,,Hamburger restaurant,TRUE,
Sveta,-74.0041927,40.7296907,false,4.5,,Russian restaurant,TRUE,TRUE
Casa restaurant,-74.0047385,40.731475,false,4.5,,Brazilian restaurant,TRUE,
Pepolino,-74.0048888,40.7207622,false,4.5,,Tuscan restaurant,TRUE,TRUE
Kesté Pizza & Vino,-74.0048911,40.7092474,false,4.6,,Pizza restaurant,TRUE,
Buddakan,-74.0049359,40.7422782,false,4.5,,Asian fusion restaurant,TRUE,
Zuul Kitchens,-74.0049941,40.7261367,false,4.2,,Restaurant,TRUE,
I Sodi,-74.0049948,40.7334439,false,4.5,,Tuscan restaurant,TRUE,
Industry Kitchen,-74.0050392,40.705666,false,4.3,,American restaurant,TRUE,TRUE
Ryan Maguire's Bar & Restaurant,-74.0050629,40.7080137,false,4.4,,Irish restaurant,TRUE,
McDonald's,-74.00509,40.728794,false,3.2,,Fast food restaurant,TRUE,
LOS TACOS No. 1,-74.0051318,40.7419477,false,4.7,,Restaurant,TRUE,
L'Artusi,-74.0051396,40.7337833,false,4.7,,Italian restaurant,TRUE,
Chopt Creative Salad Co.,-74.0051608,40.7282563,false,3.6,,Salad shop,TRUE,
La Bellezza Pizza,-74.0052557,40.7157029,false,4.3,,Pizza restaurant,TRUE,
Shoji at 69 Leonard Street,-74.0054,40.7176,false,4.6,,Japanese restaurant,TRUE,
Sophie's Cuban Cuisine,-74.0055381,40.708933,false,4.2,,Cuban restaurant,TRUE,
gfg café ? cuisine,-74.00562,40.7102537,false,4.4,,Cafe,TRUE,
Creamline,-74.0057514,40.7425395,false,4.1,,American restaurant,TRUE,
Casa Taqueria,-74.0057516,40.7087293,false,4.4,,Mexican restaurant,TRUE,
GITANO Garden of Love,-74.005826,40.7228793,false,4,,Mexican restaurant,TRUE,TRUE
sweetgreen,-74.0058587,40.7391831,false,4.5,,Health food restaurant,TRUE,
Subway,-74.0059385,40.7077268,false,3.9,,Sandwich shop,TRUE,
Cull & Pistol,-74.0059673,40.7426077,false,4.6,,Restaurant,TRUE,
Lobster Place,-74.0060307,40.7426857,false,4.6,,Restaurant,TRUE,
Employees Only,-74.0061109,40.7334346,false,4.4,,Bar,TRUE,
Chipotle Mexican Grill,-74.0062924,40.7145044,false,3.9,,Mexican restaurant,TRUE,
The Beekman Pub,-74.00636,40.710882,false,4.2,,Irish pub,TRUE,
Miznon,-74.0064227,40.7424978,false,4.5,,Mediterranean restaurant,TRUE,
Chipotle Mexican Grill,-74.0065609,40.7099267,false,4.1,,Mexican restaurant,TRUE,
Maxwell's,-74.0066053,40.7147792,false,4.2,,Bar & grill,TRUE,
Serafina Meatpacking,-74.006657,40.739633,false,3.8,,Italian restaurant,TRUE,TRUE
Checkers,-74.0066917,40.7145596,false,3.9,,Fast food restaurant,TRUE,
Ketch Brewhouse & Restaurant,-74.0067458,40.7074257,false,3.8,,American restaurant,TRUE,TRUE
DILL & PARSLEY,-74.0067579,40.7065635,false,4.4,,Mediterranean restaurant,TRUE,
Left Bank,-74.0067814,40.73515,false,4.4,,American restaurant,TRUE,
Temple Court,-74.0068449,40.7112749,false,4.6,,Fine dining restaurant,TRUE,
The Bar Room at The Beekman,-74.006902,40.711196,false,4.4,,New American restaurant,TRUE,
Potbelly Sandwich Shop,-74.0069239,40.7070134,false,4.1,,Sandwich shop,TRUE,
Pastis,-74.007014,40.7392418,false,4.5,,French restaurant,TRUE,TRUE
Chopt Creative Salad Co.,-74.0070291,40.7062882,false,4.1,,Salad shop,TRUE,
Domino's Pizza,-74.0071308,40.715625,false,3.5,,Pizza delivery,TRUE,
Chipotle Mexican Grill,-74.0071976,40.7066745,false,4.1,,Mexican restaurant,TRUE,
Tribeca's Kitchen,-74.0072007,40.7162023,false,4.4,,Diner,TRUE,TRUE
Square Diner,-74.007253,40.718485,false,4.3,,Diner,TRUE,TRUE
1803 NYC,-74.0072809,40.715475,false,4.5,,Cajun restaurant,TRUE,TRUE
Potbelly Sandwich Shop,-74.0073032,40.7102179,false,4.2,,Sandwich shop,TRUE,
Florent,-74.0073583,40.7395802,false,,,Restaurant,TRUE,
Zeytin Mediterranean,-74.0075852,40.7058059,false,4.9,,Mediterranean restaurant,TRUE,
Maestro Pasta,-74.0079162,40.7093194,false,4.8,,Italian restaurant,TRUE,
Del Posto,-74.0079322,40.7433097,false,4.6,,Italian restaurant,TRUE,
Manhattan Proper,-74.008043,40.71327,false,4.1,,Sports bar,TRUE,
Subway,-74.0080956,40.7130119,false,3.7,,Sandwich shop,TRUE,
JOE & THE JUICE,-74.0081049,40.7055429,false,4.1,,Juice shop,TRUE,
Wallsé,-74.008212,40.73541,false,4.3,,Fine dining restaurant,TRUE,TRUE
sweetgreen,-74.0082936,40.7056284,false,4.3,,Health food restaurant,TRUE,
Edward's,-74.008373,40.716973,false,4,,American restaurant,TRUE,
Max,-74.008421,40.7169147,false,4.3,,Italian restaurant,TRUE,
Taz Cafe,-74.008525,40.706807,false,3.8,,Cafe,TRUE,
Oaxaca Taqueria,-74.008574,40.7054287,false,4.1,,Mexican restaurant,TRUE,
Sushi & Co,-74.0086327,40.7094911,false,4.4,,Restaurant,TRUE,
The Irish American Pub,-74.0087486,40.7098645,false,4.4,,Irish pub,TRUE,
CAVA,-74.0087929,40.7059041,false,4.3,,Mediterranean restaurant,TRUE,
Serafina Tribeca,-74.0088731,40.715653,false,4.2,,Italian restaurant,TRUE,
Mr Chow,-74.0088869,40.720095,false,3.8,,Restaurant,TRUE,TRUE
The Bailey Pub & Brasserie,-74.008923,40.706708,false,4.3,,American restaurant,TRUE,
Shake Shack,-74.0090004,40.710501,false,4.4,,Hamburger restaurant,TRUE,
Subway,-74.0090286,40.7093979,false,3.9,,Sandwich shop,TRUE,
Houseman,-74.009323,40.7257495,false,4.3,,American restaurant,TRUE,
Cipriani Club 55 Restaurant,-74.0093957,40.7061756,false,4.3,,Italian restaurant,TRUE,
Paisley,-74.0095596,40.7222699,false,4.7,,Indian restaurant,TRUE,TRUE
Nobu,-74.0095804,40.7107732,false,4.4,,Restaurant,TRUE,
Marc Forgione,-74.0096073,40.7164938,false,4.6,,American restaurant,TRUE,
sweetgreen,-74.0097011,40.7213353,false,4.1,,Health food restaurant,TRUE,
Sushi Azabu,-74.0098944,40.7224361,false,4.7,,Sushi restaurant,TRUE,
American Cut Steakhouse Tribeca,-74.0100227,40.7191028,false,4.4,,Restaurant,TRUE,
Financier Patisserie,-74.0100417,40.70445,false,4.2,,Patisserie,TRUE,
Adrienne's Pizzabar,-74.0100646,40.7042941,false,4.4,,Pizza restaurant,TRUE,TRUE
Da Vinci,-74.0101127,40.7036301,false,4.3,,Pizza restaurant,TRUE,
Dunkin',-74.0101766,40.7100153,false,3.8,,Coffee shop,TRUE,
Sarabeth's,-74.0102778,40.7183333,false,4.1,,American restaurant,TRUE,TRUE
Gunbae,-74.0103209,40.7146371,false,4.4,,Korean restaurant,TRUE,
Route 66 Smokehouse,-74.0104599,40.7041245,false,4.1,,Barbecue restaurant,TRUE,TRUE
The Capital Grille,-74.0105984,40.7084773,false,4.6,,Fine dining restaurant,TRUE,
The Dubliner,-74.0106396,40.7042737,false,4,,Irish pub,TRUE,TRUE
Kaffe Landskap NYC (South),-74.0110062,40.71534,false,4.4,,Cafe,TRUE,
Hale and Hearty,-74.0110348,40.7051421,false,4.1,,Soup shop,TRUE,
Subway,-74.011386,40.7087227,false,3.8,,Sandwich shop,TRUE,
Potbelly Sandwich Shop,-74.0118498,40.7039262,false,4.1,,Sandwich shop,TRUE,
Tacombi,-74.0118676,40.7046445,false,4.6,,Mexican restaurant,TRUE,TRUE
Osteria della Pace,-74.0119758,40.7100647,false,4.2,,Italian restaurant,TRUE,
Ampia Rooftop & Restaurant,-74.012096,40.703459,false,3.9,,Southern Italian restaurant,TRUE,TRUE
Antica ( Ancora),-74.0123307,40.7038609,false,4.2,,Italian restaurant,TRUE,TRUE
65 Market Place,-74.0124086,40.7071762,false,4,,Buffet restaurant,TRUE,
Bean & Bean Wall St,-74.0124258,40.7073176,false,4.2,,Coffee shop,TRUE,
O'Hara's,-74.0126642,40.7095008,false,4.5,,Irish restaurant,TRUE,
City Vineyard,-74.0126904,40.7213685,false,4.5,,Wine bar,TRUE,TRUE
The Palm - Tribeca,-74.0126991,40.7165789,false,4.3,,Steak house,TRUE,
TGI Fridays,-74.0129604,40.7065228,false,3,,Restaurant,TRUE,
Wendy's,-74.0130246,40.701009,false,3.8,,Fast food restaurant,TRUE,
JOE & THE JUICE,-74.0131684,40.7127757,false,3.9,,Juice shop,TRUE,
Suspenders,-74.0136235,40.7085984,false,4.3,,American restaurant,TRUE,
Morton's The Steakhouse,-74.0139538,40.7097005,false,4.4,,Restaurant,TRUE,
Schilling Restaurant & Bar,-74.0139894,40.7085747,false,4.3,,Austrian restaurant,TRUE,
Dunkin',-74.0141237,40.7080549,false,3.9,,Coffee shop,TRUE,
